DOMAIN	Anaeromyces-like_sp_C3J_Trinity	Anaeromyces_robustus_S4	Anaeromyces_sp_C3G_Trinity	Anaeromyces_sp_G3G_Trinity	Anaeromyces_sp_Na_Trinity	Anaeromyces_sp_O2_Trinity	Caecomyces_sp_Brit4_Trinity	Caecomyces_sp_Iso3_Trinity	Chytriomyces_sp_MP71	Entophlyctis_helioformis_JEL805	Gaertneriomyces_semiglobifer_Barr_43	Gonapodya_prolifera_JEL478	Neocallimastix_californiae_G1	Neocallimastix_frontalis_Hef5_Trinity	Neocallimastix_sp_G3_Trinity	Orpinomyces_sp_D3A_Trinity	Orpinomyces_sp_D3B_Trinity	Orpinomyces_sp_D4C_Trinity	Pecoramyces_ruminantium_C1A	Pecoramyces_sp_FS3C_Trinity	Pecoramyces_sp_FX4B_Trinity	Pecoramyces_sp_S4B_Trinity	Pecoramyces_sp_YC3_Trinity	Piromyces_finnis	Piromyces_sp_A1_Trinity	Piromyces_sp_B4_Trinity	Piromyces_sp_B5_Trinity	Piromyces_sp_E2	Rhizoclosmatium_globosum_primary	Feramyces_austinii_WSF2c_Trinity	Feramyces_austinii_WSF3a_Trinity
DUF1929	0	0	0	0	0	0	0	0	4	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
DUF2347	0	1	0	0	0	1	0	1	0	2	1	0	1	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Utp8	0	0	0	1	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2
TMEM107	0	1	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	1	4	0	0	0	1	0	0	1	0	0
YfhO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0
tRNA_NucTran2_2	3	0	0	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med12-LCEWAV	1	2	1	0	0	0	0	0	1	0	0	0	1	0	0	2	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0
NAPRTase	0	0	0	0	0	0	0	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
Gram_pos_anchor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	0	0
OSCP	0	0	0	0	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0
Toprim_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0
NAD_binding_9	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0
UvrD_C_2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0
Amelogenin	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	7	0	1	0	0	1	0	0	0	0	0
DUF4520	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	2	1	1	1	1	1	0	0	0	1	0	0	1
AbiEii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0
GerE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0
OST-HTH	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0
Methyltransf_24	0	0	0	0	0	0	0	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0
Chlam_PMP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	3
C2-C2_1	0	0	0	0	0	0	0	0	1	1	1	2	0	2	0	0	0	0	1	0	0	2	0	1	0	2	0	0	1	0	0
DUF1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALS2CR11	0	1	0	0	0	0	0	1	1	1	0	0	1	2	0	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0
AAA_26	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	1	0	0
RB_B	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	2	2	1	1	0	0	0	0	0	1	0	0
Grp1_Fun34_YaaH	0	0	0	0	0	0	0	0	3	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4061	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	4
MDMPI_N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0
PKD	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Peripla_BP_2	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0
WD40_3	0	1	0	0	0	0	0	1	1	1	1	0	2	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0
Peptidase_S28	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
PRP38_assoc	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1
Peroxidase_2	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
DUF2126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	5	0	0	0	0
ribosomal_L24	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1
PDZ	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0
MoeA_N	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	0
DUF1220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	6	3	0	0	1	0
Ald_Xan_dh_C2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0
Bmp	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
DUF3556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0
ALAD	0	0	0	0	0	0	0	0	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0
CUB	1	0	0	0	0	3	0	2	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
DNA_pol3_beta_2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
Cu2_monoox_C	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Gb3_synth	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Phi_1	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DDE_Tnp_ISL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0
NUC194	0	1	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	1	0	0
Malate_synthase	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	1	0	1
Npa1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0
Glyco_transf_64	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Ribosomal_L19	0	0	0	0	0	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1
Peptidase_S13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0
dCache_1	0	0	0	0	0	0	0	0	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Tnp_22_trimer	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
CW_binding_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyltransf_28	0	0	0	0	0	0	0	0	2	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OKR_DC_1	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
DUF4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	1	1	1	2	0	0	0	0	0	0	0	0
Ifi-6-16	0	0	0	0	0	0	0	7	0	1	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
G6PD_N	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	1	0	0
SDH_alpha	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0
PYC_OADA	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0
zf-CDGSH	0	0	0	0	0	0	0	0	3	3	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Dabb	0	1	0	0	0	0	0	0	1	0	1	3	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0
EF-hand_9	0	0	0	0	0	0	2	3	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyltransf_3	0	0	0	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0
Glyco_hydro_65m	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0
Dicer_dimer	1	0	0	1	0	0	0	0	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IspD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0
Ribosomal_S28e	0	1	0	0	0	0	0	0	2	1	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
LppA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0
KxDL	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	1
Dna2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	2	0	0	1
PASTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0
Band_7_1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	1
Transglycosylas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0
Sdh_cyt	0	0	0	0	0	0	0	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0
NMN_transporter	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0
SRCR	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3
DUF2263	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	1	1	0	0	2	0	0	0	1	0	0
Cytochrome_CBB3	0	0	0	0	0	0	1	0	1	1	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Ribosomal_L39	0	1	0	0	0	0	0	0	2	1	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0
GIY-YIG	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0
Ftsk_gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	1
Glyco_hydro_7	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldolase_II	0	0	0	0	0	0	1	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0
DUF3336	0	0	0	0	0	0	0	0	5	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
FCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0
UPF0052	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	2	0	0
LytTR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prok-E2_B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0
CP_ATPgrasp_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	1
HEM4	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	1	0	0
LppX_LprAFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0
CarD_CdnL_TRCF	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
HTH_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0
CinA	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1
Cyclase	0	2	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
Peripla_BP_3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1
HTH_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
QueC	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0
HgmA	0	0	0	0	0	0	0	0	1	1	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
FAM47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
Peptidase_M2	1	1	0	2	0	1	0	1	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SGL	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0
dTDP_sugar_isom	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0
Transcrip_reg	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0
CEP209_CC5	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
2OG-FeII_Oxy_4	0	0	0	0	0	0	0	0	4	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Pro_dh	0	0	0	0	0	0	0	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0
Photo_RC	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	3	0	0	0	0
Ribosomal_L9_N	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	0
OxoGdeHyase_C	0	0	0	0	0	0	0	0	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
SPC12	0	1	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	1
TrkA_C	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Mur_ligase	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	6	2	0	0	0	0
ABC_trans_CmpB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0
DPM2	0	2	0	0	0	1	0	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0
H_lectin	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	7	2	0	0	0	0
MoaE	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	0	0
CobN-Mg_chel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0
DUF3668	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2	1	1	0	0
Tubulin-binding	0	0	0	0	0	0	0	0	3	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ribosomal_L29e	0	1	0	0	0	0	0	1	3	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0
Cutinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0
Dak2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
Abhydrolase_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0
Phage_int_SAM_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
YukD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0
DUF3342	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	1	0	0
Ribosomal_S30	0	1	0	0	0	0	1	0	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
FAE1_CUT1_RppA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0
Ribosomal_L17	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
EGF_2	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0
Biotin_lipoyl_2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
DUF4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	5	0	0	0	0
ANAPC1	0	1	1	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
FAD_syn	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0
Helicase_Sgs1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
HCO3_cotransp	0	0	0	0	0	0	0	6	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
HTH_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
Acyl-ACP_TE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0
PEP-utilizers_C	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC37AB_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	5	0	0	1	0
HSBP1	1	1	0	2	1	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
PEPCK_ATP	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
Oxidored_molyb	0	0	0	0	0	0	0	0	3	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
DUF4614	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1
Fer4_16	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
DUF697	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETRAMP	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4709	0	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0
BTD	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0
DUF647	0	0	0	0	0	0	0	0	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Tropomyosin	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1
RNase_H_2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	2	1	1	1	0	0
HEAT_PBS	0	0	0	0	0	0	0	0	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
TMEM138	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0
BK_channel_a	0	0	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
HTH_OrfB_IS605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0
GLF	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0
MraZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DUF3455	0	0	0	0	0	0	0	0	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4524	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0
Pep_deformylase	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0
TLE_N	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	4	1	0	0	0
Formyl_trans_C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
HTH_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0
MOSC	0	0	0	0	0	0	0	0	1	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
Tmemb_14	0	0	0	0	0	0	0	0	2	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GatB_Yqey	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
LacY_symp	2	2	1	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WLM	0	0	0	0	0	0	0	0	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
COX6B	0	0	0	0	0	0	0	0	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Kazal_1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceramidase_alk	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0
SpoU_sub_bind	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0
RNA_pol_A_CTD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0
Bac_rhodopsin	0	0	0	0	0	0	0	0	4	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
FDX-ACB	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
Ephrin_rec_like	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Oscp1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
NDUFA12	0	0	0	0	0	0	1	1	2	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GatB_N	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0
CSTF1_dimer	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0
IIGP	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2
DUF1640	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
DUF87	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
CDC24_OB1	0	1	1	1	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
